prompt,answer,numeric_label
"premissa: El PS qüestiona la legalitat de la declaració de la plataforma com a projecte d'interès nacional - FÒRUM.ad
hipòtesi: El PS creu que la declaració de la plataforma podria ser il·legal.
etiqueta: implicació
----
premissa: La justícia italiana dóna llum verda al referèndum sobre la reforma constitucional de Renzi
hipòtesi: El referèndum sobre la reforma constitucional de Renzi es durà a terme el mes de juliol
etiqueta: neutre
----
premissa: Si és un tumor, un mes o dos.
hipòtesi: Si és un tumor, unes dues setmanes.
etiqueta: contradicció
----
premissa: Parlamentaris estonians creen un grup de suport a la independència de Catalunya
hipòtesi: S'organitza un grup en suport d'una Catalunya independent al parlament serbi
etiqueta:",contradicció,2
"premissa: La pèrdua d’oxigen als oceans augmenta les amenaces a la vida marina i altera els ecosistemes
hipòtesi: Els ecosistemes marins afectats per la disminució d'oxigen
etiqueta: implicació
----
premissa: Aquestes esglésies que segueixen exclusivament el calendari julià estan marcats amb *, mentre que les que utilitzen parcialment el calendari julià estan marcats amb (*).
hipòtesi: El calendari julià es basa en el moviment del Sol.
etiqueta: neutre
----
premissa: Urtasun ha demanat que la UE creï un impost de base comú consolidat per les empreses per evitar que els estats competeixin entre ells.
hipòtesi: Urtasun ha demanat que la UE impulsi la competència entre els estats..
etiqueta: contradicció
----
premissa: El govern balear avisa que hi ha mig miler de pots de mongetes contaminades a mans de consumidors
hipòtesi: Hi ha perill d'intoxicació alimentària per ingerir mongetes de pot a les Illes
etiqueta:",implicació,0
"premissa: Alguns dels mètodes dels que hem parlat en anteriors articles, com poden ser el TRX, es basen específicament en l'entrenament del Core.
hipòtesi: El TRX és un mètode per entrenar el core.
etiqueta: implicació
----
premissa: La jutgessa del 13 continua cremant etapes i avui comunicarà el processament a quinze acusats
hipòtesi: Al 13 es processen tots els encausats pels aldarulls de Gràcia
etiqueta: neutre
----
premissa: El 1315 el rei Sanç I establí la seca reial i Pere el Cerimoniós la confirmà el 1344.
hipòtesi: El rei Sanç I establí la seca reial a finals del segle XV.
etiqueta: contradicció
----
premissa: L’Audiència de Girona manté la presó preventiva per a dos dels investigats per les protestes post-sentència
hipòtesi: Dos manifestants de les protestes contra la sentència del procés estan empresonats
etiqueta:",implicació,0
"premissa: Mentre nosaltres sortim aplaudint als nostres herois, el sistema fa números sobre els beneficis proporcionats pel desastre.
hipòtesi: Al sistema li interessa l'aspecte econòmic del desastre.
etiqueta: implicació
----
premissa: Va ajudar a crear el comitè de bioètica a Xile i participa en el comitè de bioètica del Children's Healthcare d'Atlanta.
hipòtesi: Va conèixer la seva dona a Atlanta. 
etiqueta: neutre
----
premissa: Sols es concedirà permís a un agent per torn en dissabte, diumenge o festiu i sempre que en tot cas el servei quedi cobert.
hipòtesi: Cada dissabte, diumenge o festiu, si el servei està cobert, dos agents per torn estaran de permís.
etiqueta: contradicció
----
premissa: És un turista excursionista, que arriba al matí, fa les compres i marxa, diagnostica el cònsol major d'Encamp, Jordi Torres.
hipòtesi: El turista excursionista no es queda a dormir.
etiqueta:",implicació,0
"premissa: Budó vol que Puigdemont encapçali la llista de JxCat a les eleccions
hipòtesi: Es faran eleccions
etiqueta: implicació
----
premissa: En arribar a la carretera N-230, la travessa i la ressegueix en direcció nord fins al límit de la comarca.
hipòtesi: En sortir de la comarca tomba cap a l'est. 
etiqueta: neutre
----
premissa: Va assignar a Lowell Mellett el càrrec de coordinador de les pel·lícules.
hipòtesi: Lowell Mellett es va arrogar el càrrec de coordinador de les pel·lícules.
etiqueta: contradicció
----
premissa: La comissió bilateral d’infrastructures entre la Generalitat i el govern espanyol acaba sense acord
hipòtesi: Les negociacions entre la Generalitat i el govern eren tenses i han acabat sense arribar a un acord
etiqueta:",neutre,1
"premissa: En el repartiment dels doblers públics no es pot fer servir com a factor principal el padró d'habitants.
hipòtesi: Fer servir el padró d'habitants com a factor principal per repartir els diners públics no és adequat.
etiqueta: implicació
----
premissa: Dos anys de presó hauria estat, per tant, el màxim possible que es podia imposar pels tres delictes imputats.
hipòtesi: Els tres delictes van ser: robatori, estafa i falsificació en document públic.
etiqueta: neutre
----
premissa: Putin allibera Ivan Golunov, un periodista molt crític amb el Kremlin
hipòtesi: Putin manté a Golunov a presó
etiqueta: contradicció
----
premissa: Borrell s’enfronta ara amb un ministre belga per la vaga de fam dels presos polítics
hipòtesi: Borrell es manifesta indiferent a la vaga de fam dels presos polítics
etiqueta:",contradicció,2
"premissa: La Marató ja ha recaptat 3.400.877 euros per a lluitar contra l’ictus i les lesions medul·lars
hipòtesi: La investigació sobre l'ictus i les lesions medul•lars compten ja amb 3.400.877 d'euros
etiqueta: implicació
----
premissa: Així, mentrestant em pots ajudar a collir les darreres móres.
hipòtesi: Porto dues setmanes collint mores.
etiqueta: neutre
----
premissa: S'estrena el mateix dia que Emoji: La pel·lícula, l'11 d'agost, per la qual cosa haureu de triar on anar!
hipòtesi: S'estrena un dia abans que ""Emoji: La pel·lícula"".
etiqueta: contradicció
----
premissa: Avui us penjo una de els fotos que hi ha penjades a la galeria de la web del tags!
hipòtesi: Gràcies a les càmeres dels mòbils la gent no para de fer fotos.
etiqueta:",neutre,1
"premissa: Mentrestant, assolí gran reconeixement públic a Turquia quan entrevistà a Mehmet Ali Ağca, pres després d'intentar assassinar al papa Joan Pau II.
hipòtesi: Mehmet Ali Ağca, qui va atemptar contra el papa Joan Pau II, li va concedir una entrevista.
etiqueta: implicació
----
premissa: Sembla que s'estan acabant les manifestacions, s'està acabant la llibertat d'expressió.
hipòtesi: La llibertat d'expressió ha estat l'eix de la lluita nacional.
etiqueta: neutre
----
premissa: La partida pressupostària destinada a aquest àmbit podria estar per damunt dels 300.000 euros.
hipòtesi: Aquest àmbit ha quedat fora dels pressupostos d'enguany.
etiqueta: contradicció
----
premissa: AGINCAT GESTIÓ IMMOBILIARIA SL, comercialitza la venda d'aquesta casa adossada al barri de Gràcia a Sabadell..
hipòtesi: La casa, propietat de AGINCAT GESTIÓ IMMMOBILIÀRIA SL, té 204 m2 dividits en dues plantes.
etiqueta:",neutre,1
"premissa: Bernie Sanders competirà per la candidatura demòcrata a les presidencials del 2020 dels EUA
hipòtesi: El presidenciable pels demòcrates és Bernie Sanders
etiqueta: implicació
----
premissa: Concessió de la gestió i explotació de la deixalleria de Cova Solera
hipòtesi: Cova Solera es troba a Rubí, Catalunya.
etiqueta: neutre
----
premissa: Aconsegueix trobar Spendi, que l'anima a la venjança.
hipòtesi: Aconsegueix trobar Spendi, que l'anima a la conciliació
etiqueta: contradicció
----
premissa: Guia bàsica per a l'exercici de la fiscalització i intervenció limitada prèvia en règim de requisits bàsics de les entitats del sector públic local.
hipòtesi: Els requisits bàsics de les entitats del sector públic local pel que fa a l'exercici de la fiscalització i intervenció il·limitada estan recollits en una guia bàsica.
etiqueta:",implicació,0
"premissa: Avui us recomano que passeu pel blog de la Mireia.
hipòtesi: Les publicacions de la Mireia al seu blog són recomanables.
etiqueta: implicació
----
premissa: És més, estaria encantat de poder enfrontar-se a l'USAP, ara que els nord-catalans han tornat al Top14.
hipòtesi: L'USAP és un equip de rugbi de Perpinyà.
etiqueta: neutre
----
premissa: El govern francès es desdiu i manté les oposicions a professors de català
hipòtesi: A França no es fan oposicions per a professor de català
etiqueta: contradicció
----
premissa: Els ous i les truites desperten l’enginy de la xarxa
hipòtesi: La xarxa es buida de referències a ous i truites
etiqueta:",contradicció,2
"premissa: Darrere l'absis hi ha una capelleta dedicada a la Mare de Déu de Ribera, on s'accedeix per escales laterals.
hipòtesi: A la capella de la Mare de Déu de la Ribera no s'hi pot arribar amb cadira de rodes.
etiqueta: implicació
----
premissa: La segona part consisteix en vint-i-tres capítols, cada un dels quals descriu un ocell diferent.
hipòtesi: Tots els vint-i-tres capítols estan escrits per un matex ornitòleg. 
etiqueta: neutre
----
premissa: Després d'uns dies sense saber de la dona, la seva família es va presentar a la casa.
hipòtesi: La família es va presentar a la polícia perquè no tenien notícies de la dona des de feia dies.
etiqueta: contradicció
----
premissa: El Kremlin veu en les acusacions de ciberatacs a Rússia pels EUA una “caça de bruixes”
hipòtesi: Trump apunta a Rússia com a origen dels ciberatacs contra els EUA
etiqueta:",neutre,1
"premissa: La segona fase serà arribar -després d'uns bons resultats el 25- a un referèndum vinculant.
hipòtesi: La celebració del referèndum depndrà dels resultats del dia 25.
etiqueta: implicació
----
premissa: El Debat Constituent engegarà la fase participativa ciutadana a partir del febrer
hipòtesi: El Debat Constituent començarà al febrer i finalitzarà al maig 
etiqueta: neutre
----
premissa: Els cuiners Manuel Alonso i Jaume Galan, amb una estrella Michelín, t’ensenyen com fer un arròs
hipòtesi: Manuel Alonso té dues estrelles Michelín
etiqueta: contradicció
----
premissa: El govern espanyol estudiarà l’acte del 4 de juliol sobre el referèndum per si inclou algun fet impugnable
hipòtesi: L'acte del 4 de juliol sobre el referèndum pot ser declarat il·legal 
etiqueta:",implicació,0
"premissa: Boris Johnson demana als Estats Units i a la Xina que eliminin els aranzels
hipòtesi: Els Estats Units i la Xina imposen aranzels
etiqueta: implicació
----
premissa: Assegura que ella només es dirigia a fer un cafè amb una amiga quan els fets van passar.
hipòtesi: El cafè és un gènere d'arbres de la família de les rubiàcies.
etiqueta: neutre
----
premissa: El recompte està organitzat pels diferents ajuntaments i entitats del tercer sector.
hipòtesi: El recompte està organitzat per pagesos, ramaders i empresaris del metall.
etiqueta: contradicció
----
premissa: Cinc agrupacions comarcals del PSPV volen que Rodríguez continuï com a president de la diputació
hipòtesi: Jorge Rodríguez pertany al Partit Socialista del País Valencià
etiqueta:",neutre,1
"premissa: Sortosament, el bosc de Poblet s'inclogué en el Catàleg de Forests d'Utilitat Pública (1.862) exceptuades de la venda.
hipòtesi: Les forests catalogades no es poden vendre.
etiqueta: implicació
----
premissa: Mentrestant l'escletxa s'havia anat eixamplant, fins que el cel es va obrir del tot.
hipòtesi: En aquesta paret hi ha una escletxa que va del sostre al terra.
etiqueta: neutre
----
premissa: Sabeu que podeu prohibir de rebre propaganda electoral? Us expliquem com
hipòtesi: No es pot evitar rebre publicitat electoral al domicili
etiqueta: contradicció
----
premissa: En vam tenir una primera i eloqüent mostra durant l'anterior govern de Rajoy.
hipòtesi: Jorge Fernández queda fora del govern de Rajoy.
etiqueta:",neutre,1
"premissa: El Tribunal Europeu de Drets Humans condemna Espanya per haver multat dos joves que van cremar fotografies del rei espanyol
hipòtesi: Espanya ha estat condemnada pel Tribunal Europeu de Drets Humans
etiqueta: implicació
----
premissa: Vull comprar me un cotxe però... no és fàcil estalviar.
hipòtesi: El meu amic té un cotxe de cinc portes.
etiqueta: neutre
----
premissa: Una llimam és un eina manual, emprada per ferrers i mecànics per a rebaixar, allisar i polir diversos metalls.
hipòtesi: Una llimam és una eina automàtica.
etiqueta: contradicció
----
premissa: Cadascun dels quals ens dóna informació sobre un atribut dels diferents registres.
hipòtesi: Els diferents registres  presenten manca d'atributs.
etiqueta:",contradicció,2
"premissa: Llavors va deixar de ser la seu del bisbe, ja que aquest es va instal·lar a Dorchester on Thames.
hipòtesi: Dorchester on Thames es va convertir en la capital de la diòcesi.
etiqueta: implicació
----
premissa: Salmerón és un municipi de la província de Guadalajara a la comunitat autònoma de Castella la Manxa.
hipòtesi: Segons les dades del 2020, Salmerón té un total de 140 habitants.
etiqueta: neutre
----
premissa: S'usa sobretot per a fer molts dolços com els rubiols, les panades i les ensaïmades, que reben el seu nom a causa d'aquest ingredient.
hipòtesi: S'usa escassament per a fer molts dolços com els rubiols, les panades i les ensaïmades, que reben el seu nom a causa d'aquest ingredient.
etiqueta: contradicció
----
premissa: A la Finca Nadal s'hi conreen bàsicament les varietats autòctones de raïm blanc del Penedès: macabeu, xarel·lo, xarel·lo vermell i parellada.
hipòtesi: En el Penedès hi ha quatre varietats autòctones de raïm blanc.
etiqueta:",implicació,0
"premissa: Bonig augura que serà la primera presidenta de la Generalitat
hipòtesi: Bonig creu en les seves possibilitats de guanyar la presidència de la Generalitat
etiqueta: implicació
----
premissa: L'Assemblea general establirà les condicions econòmiques per a aquesta autorització, de les quals estaran exemptes les persones col·legiades no exercents.
hipòtesi: L'Assemblea general es reuneix una vegada l'any.
etiqueta: neutre
----
premissa: Però ella va renéixer de les cendres, més forta que mai, plenament realitzada.
hipòtesi: Ella va renéixer de les cendres, però estava molt fluixa.
etiqueta: contradicció
----
premissa: Conceptualment, està en la línia de projectes d'altres països, com ara el Goverment Gateway del govern britànic.
hipòtesi: Pel que fa al concepte, s'allunya molt dels projectes d'altres països.
etiqueta:",contradicció,2
"premissa: Asens repeteix com a cap de llista d’En Comú Podem al congrés espanyol i Rosa Lluch encapçalarà la candidatura al senat
hipòtesi: Rosa Lluch pot ser senadora
etiqueta: implicació
----
premissa: El PP, Cs i Vox fan pinya amb el PSOE per a evitar la compareixença de Borrell per la propaganda d’España Global
hipòtesi: PSOE, PP, Cs i Vox signen un acord per a impedir la compareixença de Borrell
etiqueta: neutre
----
premissa: Protecció Civil ha compartit les indicacions que s'han de seguir ""amb ciutadans, ajuntaments i mossos"" i Delgado està convençut que la policia actuarà.
hipòtesi: Els ajuntaments han transmès les indicacions als ciutadans.
etiqueta: contradicció
----
premissa: Aquest dilluns, primera mobilització, els treballadors es concentraran a la porta de l'empresa a les 10 hores.
hipòtesi: La primera mobilització tindrà lloc dilluns a les 10 h, quan els treballadors es tancaran dins de l'empresa.
etiqueta:",contradicció,2
"premissa: També va ser fundador i secretari general de la Societat Catalana d'Eugenèsia (1935).
hipòtesi: La Societat Catalana d'Eugenèsia va ser fundada en la primera meitat del segle XX.
etiqueta: implicació
----
premissa: Greenpeace denuncia que espais protegits del país es troben amenaçats
hipòtesi: L'amenaça es produeix sobretot per vessament d'escombraries
etiqueta: neutre
----
premissa: El ball de vetllatori per exemple parla d'entendre la mort diferent de com se nos ha explicat.
hipòtesi: El ball de vetllatori és una referència a la vida.
etiqueta: contradicció
----
premissa: Aquest any ha canviat d'espai i en lloc del Torreneules es celebrarà al Puigmal.
hipòtesi: El Puigmal és una de les muntanyes més altes de la província de Girona.
etiqueta:",neutre,1
"premissa: La mesa del parlament engega el curs polític sense tractar de la suspensió dels diputats encausats pel Suprem
hipòtesi: No s'ha parlat de la suspensió dels diputats a la primera reunió de la mesa del parlament
etiqueta: implicació
----
premissa: Del curs anterior: al setembre caldrà presentar un quadern i aprovar la primera avaluació del curs en què s'està matriculat.
hipòtesi: Quadern Cultura sorgeix amb la intenció d'apropar l'oferta cultural de Barcelona als més joves.
etiqueta: neutre
----
premissa: Estigues segur que reconduirem aquest èxode de talents i d'iniciatives que denuncies i ens impedeix d'esdevenir una ciutat moderna i d'oportunitats!
hipòtesi: Pots tenir la certesa que afavorirem aquesta fuga de cervells i d'iniciatives que denuncies i és un obstacle perquè siguem una ciutat moderna i d'oportunitats. 
etiqueta: contradicció
----
premissa: És un nou producte exclusiu de Micologia Forestal & Aplicada, fruit de la investigació i el desenvolupament de noves tecnologies.
hipòtesi: L'ús de les noves tecnologies no té edat i ens faciliten les activitats quotidianes.
etiqueta:",neutre,1
"premissa: No se sap res més de la seva vida.
hipòtesi: En un moment donat, es van deixatr de tenir notícies sobre la seva vida.
etiqueta: implicació
----
premissa: Calia que ho digués i ho cridés al Món sencer!
hipòtesi: En aquest món hi viuen més de 7.000.000.000 de persones.
etiqueta: neutre
----
premissa: Entre d'altres coses, cal explicar la pel plaer que els opositors hi trobaven de poder practicar una oposició estulta a una Dictadura estulta.
hipòtesi: Entre d'altres coses, cal explicar-la pel fàstic que els opositors hi trobaven de poder practicar una oposició estulta a una Dictadura estulta.
etiqueta: contradicció
----
premissa: Potser sí que intenta llimar un xic les declaracions perquè a la nacionalista Espanya no se el mengin viu.
hipòtesi: Parla sense embuts i sense por al nacionalisme d'Espanya.
etiqueta:",contradicció,2
"premissa: El quinzè dia de vaga contra la reforma de les pensions paralitza els trens
hipòtesi: Fa quinze dies que va començar la vaga
etiqueta: implicació
----
premissa: Torra denuncia Irene Lozano per prevaricació, calúmnies i obstrucció a la justícia
hipòtesi: Torra denunciarà també la companya d'Irene Lozano per còmplice
etiqueta: neutre
----
premissa: Això fa que no hi hagi contacte amb altres zones on encara no ha arribat el virus o hi té menys presència.
hipòtesi: Així s'evita el contacte amb altres zones on el virus és molt present.
etiqueta: contradicció
----
premissa: Es tracta d'una de les principals causes d'accidentalitat al nostre país i la conducció relaxada a l'estiu ens fa especialment vulnerables.
hipòtesi: A l'estiu s'està més relaxat, fins i tot al volant.
etiqueta:",implicació,0
"premissa: El nom fou encunyat pel metge francès Auguste Nélaton (1807-1873), l'any 1844.
hipòtesi: Auguste Nélaton no era de les Filipines.
etiqueta: implicació
----
premissa: El premi Joan Sardà Dexeus el convoca la Revista Econòmica de Catalunya del Col·legi d'Economistes de Catalunya
hipòtesi: Dexeus és una clínica embriològica de Barcelona on moltes dones acudeixen per quedar-se embarassades. 
etiqueta: neutre
----
premissa: L’Audiència Nacional obre judici oral contra vuit exdirectius de la CAM
hipòtesi: L'Audiència Nacional arxiva la causa contra els ex-directius de la CAM
etiqueta: contradicció
----
premissa: El FROB eleva en 230 milions les pèrdues del 2015, fins a 1.523 milions després de detectar un error
hipòtesi: El FROB detecta que les pèrdues en l'exercici del 2015 no eren tant elevades com es veia en els primers càlculs
etiqueta:",contradicció,2
"premissa: Així, el país que més estudiants envia és Itàlia amb 407 alumnes, seguit de Alemanya amb 310, França 240 o Regne Unit amb 173.
hipòtesi: El Regne Unit envia menys de la meitat d'estudiants que Itàlia.
etiqueta: implicació
----
premissa: Aquest darrer era «només un problema estètic», segons els seus cuidadors, car aquestes bèsties nocturnes es guien per l'olfacte.
hipòtesi: L'olfacte ens permet identificar les olors.
etiqueta: neutre
----
premissa: La circulació s'ha restablert a quarts de 9 però els trens circulen amb retards que poden superar els 30 minuts.
hipòtesi: La circulació de trens ha estat suspesa fins a les 12 del migdia.
etiqueta: contradicció
----
premissa: Celebrades les quatre sessions de l’Assemblea de Lectors de VilaWeb
hipòtesi: L'Assemblea de Lectors de VilaWeb farà una sessió més
etiqueta:",contradicció,2
"premissa: Una de les víctimes amb les que he `parlat va anar a aquesta sucursal el dia en que la van enverinar.
hipòtesi: Una de les víctimes va ser enverinada.
etiqueta: implicació
----
premissa: En l'àmbit dels registres públic, l'import calculat pel govern del PP seria de d'uns 290 MEUR.
hipòtesi: El president del PP és Mariano Rajoy.
etiqueta: neutre
----
premissa: Rajoy deixa Santa Pola després d’haver obtingut plaça de registrador a Madrid
hipòtesi: Santa Pola continua sent el destí de Rajoy com a registrador
etiqueta: contradicció
----
premissa: Un cop enrossides, afegiu hi una llossada d'aigua i tapeu ho .
hipòtesi: L'aigua que s'ha d'afegir és preferible que no sigui de l'aixeta.
etiqueta:",neutre,1
"premissa: La justícia italiana dóna llum verda al referèndum sobre la reforma constitucional de Renzi
hipòtesi: A Itàlia hi hauran votacions
etiqueta: implicació
----
premissa: L’AMI i l’ACM demanen que els ajuntaments refusin l’aplicació del 155
hipòtesi: El refús podria comportar sancions als ajuntaments
etiqueta: neutre
----
premissa: · Val més bona pluja per Sant Joan que quatre gotes tot l'any (La pluja més oportuna per al camp és quan comença el temps calorós)
hipòtesi: Val més bona pluja per Nadal que quatre gotes tot l'any.
etiqueta: contradicció
----
premissa: Aquests plans d'Anakin van ser tot un desafiament.
hipòtesi: Els plans d'Anakin van tenir una execució fàcil.
etiqueta:",contradicció,2
"premissa: La kolbeckita és un mineral de la classe dels fosfats que pertany al grup metavariscita.
hipòtesi: Els fosfats es classfiquen en diferents grups.
etiqueta: implicació
----
premissa: ...tot remenant vells fitxers, se troben imatges oblidades com aquesta que me va passar un amic fa uns quants anys...
hipòtesi: Les imatges oblidades del fotògraf Gabriel Casas reapareixen a internet
etiqueta: neutre
----
premissa: Ben aviat també es trobaran els rètols de Saint Paul de Fenouillet.
hipòtesi: Falta molt per veure els senyals de Saint Paul de Fenouillet.
etiqueta: contradicció
----
premissa: La majoria dels bacteris, però, només poden viure o ( aerobis estrictes ) o anaeròbicament ( anaerobis estrictes ).
hipòtesi: Els bacteris són éssers unicel·lulars.
etiqueta:",neutre,1
"premissa: A més de les paraules reservades o claus ENTITY, IS, PORT i END, una ENTITY té els següents elements.
hipòtesi: Hi ha quatre paraules reservades o claus.
etiqueta: implicació
----
premissa: Donar accés a la col·lecció de recursos d'informació, als membres de la comunitat universitària, mitjançant el cercador Trobes+ i el catàleg Trobes.
hipòtesi: Al catàleg Trobes es poden trobar més de 100 productes.
etiqueta: neutre
----
premissa: És un dúplex que mesura 60 m2 i està situat al bloc 2, planta 1, porta 11, del conjunt arquitectònic de la Casa Bloc.
hipòtesi: És un dúplex que mesura 50 m2 i està situat al bloc 1, planta 3, porta 15, del conjunt arquitectònic de la Casa Bloc.
etiqueta: contradicció
----
premissa: Així que, aquesta nit serà la gran inauguració de la galeria.
hipòtesi: Aquesta nit inaugurem el despatx.
etiqueta:",contradicció,2
"premissa: Balears i andalusos s'enfronten a l'Ono Estadi amb l'objectiu de vèncer per allunyar se de la zona perillosa.
hipòtesi: L'equip que perdi tindrà més possibilitats de baixar a segona divisió.
etiqueta: implicació
----
premissa: Mossos que eren a col·legis gironins l’1-O asseguren que les policies espanyoles van carregar només arribar
hipòtesi: Les càrregues policials de l'1 d'octubre van deixar morts
etiqueta: neutre
----
premissa: Vist com va anar el campionat de Sud-àfrica podríem haver guanyat perfectament el mundial de futbol.
hipòtesi: Vistos els resultats del campionat de Sud-àfrica, era totalment impossible que guanyéssim el mundial de futbol.
etiqueta: contradicció
----
premissa: Així es fixarà una parcel·la mínima superior al sòl necessari per a la implantació de 4 establiments industrials, tant en superfície com en façana mínima a carrer.
hipòtesi: Cal definir una parcel·la màxima superior a la superfície necessària per a 4 establiments industrials.
etiqueta:",contradicció,2
"premissa: I ha alguna cosa malament en el Dandy i ho saps.
hipòtesi: Ets conscient que el Dandy té algun problema.
etiqueta: implicació
----
premissa: Colors i formes vibrants i un univers codificat que beu i completa el magma de la seva obra poètica.
hipòtesi: Farem un repàs als poemaris que conformen l'obra poètica de l'autor basc.
etiqueta: neutre
----
premissa: Així mateix, al llarg de tot el matí, hi haurà exposicions diverses.
hipòtesi: Durant el matí només hi haurà actuacions musicals.
etiqueta: contradicció
----
premissa: Té una superfície d'uns 4,34 km2 i una població segons el cens de 2001 de 137.521 habitants.
hipòtesi: Un 78% de la població va anar a votar durant les últimes eleccions. 
etiqueta:",neutre,1
"premissa: El termini màxim per al lliurament del treball finalitzat per part del beneficari/ària que hagi obtingut aquesta beca és el 15 de novembre de 2010.
hipòtesi: L'obtenció de la beca implica la realització d'un treball en un termini establert.
etiqueta: implicació
----
premissa: Jo havia fet amb la mare un pacte secret.
hipòtesi: Un pacte sempre comporta sacrificis per les dues parts.
etiqueta: neutre
----
premissa: El president Quim Torra es reuneix amb la batllessa de Barcelona Ada Colau
hipòtesi: Torra i Colau han refusat reunir-se
etiqueta: contradicció
----
premissa: Un jutjat cita com a investigats dos urbans per la mort d’un tret de la gossa Sota
hipòtesi: El jutjat no veu indicis de delicte en l'actuació dels dos agents
etiqueta:",contradicció,2
"premissa: La regidora de JxCat, destaca que el Centre de Serveis, millorarà la qualitat de vida de persones i famílies del municipi.
hipòtesi: Segons la regidora de JxCat, el Centre de Serveis serà beneficiós per al municipi.
etiqueta: implicació
----
premissa: Reobren la causa sobre  les càrregues de l’1-O a Callús i la vulneració de drets de Pesarrodona
hipòtesi: Nombrosos ferits en les càrregues policials de l'1-O
etiqueta: neutre
----
premissa: Una pregària musical d'uns quaranta-cinc minuts de durada en què canta tot el poble, la coral de la Schola Cantorum i una orquestra de cambra.
hipòtesi: Durant 45 minuts, un solista interpretarà la pregària.
etiqueta: contradicció
----
premissa: La suïssa Erni crea 100 llocs de feina a Catalunya.
hipòtesi: El tancament de la suïssa Erni deixa 100 treballadors sense feina.
etiqueta:",contradicció,2
"premissa: La fira Arco de Madrid censura l’obra que denuncia l’existència de presos polítics a l’estat espanyol
hipòtesi: Una obra és vetada a la fira Arco
etiqueta: implicació
----
premissa: Ròpal (en grec antic Ῥόπαλος) va ser, segons la mitologia grega, un fill de Festos, que era fill al seu torn d'Hèracles.
hipòtesi: En la mitologia grega, Hèracles era un semidéu fill de Zeus i d'Alcmena.
etiqueta: neutre
----
premissa: L'òrgan instructor és la persona titular de la Direcció de l'Àrea de l'Institut Català de les Empreses Culturals competent per raó de la matèria.
hipòtesi: L'òrgan instructor és la Secretaria de l'Institut Català de les Empreses Culturals.
etiqueta: contradicció
----
premissa: Més tard, quan la festa va acabar, l'acusat va dur la víctima a casa amb el cotxe.
hipòtesi: És important que la víctima rebi assistènci9a i informació.
etiqueta:",neutre,1
"premissa: Preferiria no passar la resta de l'hivern lligat a aquest maleït sofà!
hipòtesi: El que queda d'hivern voldria perdre de vista aquest sofà!
etiqueta: implicació
----
premissa: Betancur conserva el liderat sense problemes, sent el primer colombià a guanyar la París-Niça.
hipòtesi: Els colombians normalment guanyen etapes de muntanya.
etiqueta: neutre
----
premissa: No vol que el mirin, pel que sembla.
hipòtesi: Sembla que li agrada que el mirin.
etiqueta: contradicció
----
premissa: L’estació de metro de Ciutat de la Justícia (L10) de Barcelona entrarà en funcionament a partir de demà
hipòtesi: Demà Barcelona tindrà una nova estació de metro
etiqueta:",implicació,0
"premissa: L'objectiu de l'entitat serà a partir d'ara posar a disposició dels centres d'ensenyament locals i comarcals, biblioteques i particulars els documentals.
hipòtesi: Els alumnes de la zona podran veure els documentals.
etiqueta: implicació
----
premissa: 193 persones han mort des de l'inici de la pandèmia.
hipòtesi: La pandèmia s'està acarnissant amb els sectors més vulnerables.
etiqueta: neutre
----
premissa: ERC i PDECat també registren una petició per a forçar la compareixença de Rajoy congrés espanyol pel cas Gürtel
hipòtesi: La petició conjunta l'han registrat els quatre partits polítics
etiqueta: contradicció
----
premissa: La superació del curs dóna lloc a l'obtenció de 25 crèdits ECTS.
hipòtesi: Per superar el curs cal haver entregat totes les feines i fer una exposició oral.
etiqueta:",neutre,1
"premissa: Guinea Equatorial accedeix a la independència d'Espanya el 1968, després de la pressió equatoguineana i de Nacions Unides.
hipòtesi: A partir del 1968, Guinea Equatorial va tenir el seu propi govern.
etiqueta: implicació
----
premissa: Colau i Collboni presenten el repartiment de càrrecs del govern de Barcelona
hipòtesi: La presentació es farà a l'Ajuntament
etiqueta: neutre
----
premissa: Cal actualitzar la nostra norma de convivència, la Constitució.
hipòtesi: La Constitució és intocable.
etiqueta: contradicció
----
premissa: Conté elements semblants però no iguals als del caló, de la germania i de l'erromintxela.
hipòtesi: Comparteix alguns trets amb el caló, la germania i l'erromintxela.
etiqueta:",implicació,0
"premissa: La Vella de Valls guanya el Concurs de Castells divuit anys després
hipòtesi: Feia 18 anys que la Vella de Valls no guanyava el Concurs de Castells
etiqueta: implicació
----
premissa: El PSM exigeix al Govern de les Illes Balears que obri urgentment tots els espais de l'Hospital de Son Llàtzer [+]
hipòtesi: Les illes Balears estan formades per Mallorca, Menorca, Eivissa, Formentera i Cabrera.
etiqueta: neutre
----
premissa: Xavi Hernández i Gerard Piqué donen la cara per les eleccions
hipòtesi: Xavi i Piqué estan intimidats per les eleccions
etiqueta: contradicció
----
premissa: La Generalitat culpa l’estat espanyol de la falta de finançament de les universitats
hipòtesi: Les universitats estan sobrefinançades
etiqueta:",contradicció,2
